chunk_text,mapped_symptoms,doctor_answer
"Tôi bị dị ứng với kháng sinh, chỉ bị ngứa ngáy tay chân chưa phải đến bệnh viện cấp cứu. Khi khám sàng lọc tại điểm tiêm ở trường học, bác sĩ khuyên tôi nên tiêm tại bệnh viện. Đến khi khám sàng lọc tại bệnh viện, bác sĩ lại không cho tiêm ngừa vaccine Covid-19. Nhờ bác sĩ tư vấn tôi có nên tiêm vaccine Covid-19 không?",itching,"Với tình trạng dị ứng của anh vẫn có thể tiêm ngừa vaccine Covid-19 tại các cơ sở y tế thuộc khối bệnh viện. Tại điểm tiêm chủng, anh cần chia sẻ rõ hơn về tình trạng dị ứng của mình để được các bác sĩ khám sàng lọc có tư vấn và chỉ định tiêm chủng cụ thể."
Tại sao viêm phổi lại gây đau ngực?,chest_pain,"Đau ngực là triệu chứng cơ năng của hệ hô hấp, có giá trị khi đau ở một chỗ nhất định. Tính chất cơn đau, liên tục hay từng cơn, đau dữ dội hay âm ỉ, có hướng lan không?Đau ngực dữ dội, lan ra sau lưng, đột ngột, làm cho bệnh nhân khó thở gặp trong viêm phổi thùy, tràn khí màng phổi, tắc động mạch phổi. Cơ chế đau ngực, phổi không có các nhánh thần kinh cảm giác đau, đau ngực thường do tổn thương thành ngực (cơ, xương, khớp), màng phổi, màng tim, thực quản và cây khí phế quản. Khi có tổn thương nhu mô phổi mà xuất hiện đau ngực là do màng phổi phản ứng với các tổn thương này."
"Mắt kém, chóng mặt sau mổ u não 2 năm có cải thiện được không?",dizziness,"Bạn có tiền sử u não đã mổ, bạn cần đi khám và chụp cộng hưởng từ sọ não mỗi 3-6 tháng để đánh giá lại tiến triển khối u, đồng thời cần làm các xét nghiệm toàn thân để kiểm tra xem có biến chứng sau mổ u não không. Sau đó mới có thể tiên lượng gần và xa về hiện tượng mắt kém, chóng mặt sau mổ u não 2 năm của bạn đầy đủ và chính xác."
"Ngất xỉu, chóng mặt kèm khó thở là bệnh gì?","dizziness, breathlessness","Bạn bị ngất xỉu, da xanh, mệt mỏi, chóng mặt, khó thở,...triệu chứng bạn mô tả có thể gặp trong các bệnh: Bệnh lý về máu, bệnh tim mạch, nội tiết, viêm mạn tính,...Vì thế, bạn nên được bác sĩ chuyên khoa Nội thăm khám và tư vấn cụ thể."
"Bé ăn nhiều trứng gà, có dấu hiệu táo bón và nhiệt miệng liệu sao không?",constipation,"Trứng gà là thức ăn gần như có đủ thành phần dinh dưỡng và tỷ lệ các chất cân đối. Mặc dù vậy không nên cho trẻ ăn nhiều bữa trứng trong tuần mà đa dạng các món, giúp bé thích nghi mùi vị khác nhau, bé tập nhai nuốt đa dạng hơn với mỗi loại thức ăn khác nhau và thành phần dinh dưỡng khác, tránh bé ăn nhiều lâu ngày sẽ ngán. Vì vậy, 1 tuần nên cho con ăn 2-4 quả trứng mẹ nhé. Bên cạnh đó, bé nhà mình 2. 5 tuổi có cân nặng 15. 6 kg, không rõ chiều cao, nhưng trong giới hạn bình thường (không rõ chiều cao). Còn vấn đề bé bị viêm miệng, mẹ nên cho con ăn thêm hoa quả và vệ sinh miệng hàng ngày; bé bị táo bón nên tăng cường chất xơ, uống thêm nước mức độ nhẹ."
"Uống thuốc điều trị sỏi thận bị đau bụng dưới, tiểu ra máu có sao không?","abdominal_pain, belly_pain","Sỏi thận 6mm thường không gây triệu chứng gì. Đau bụng dưới và tiểu ra máu thường là do viêm đường tiết niệu hay sỏi kẹt ở niệu quản. Bạn cần xét nghiệm nước tiểu, siêu âm lại hay chụp CT-scan kiểm tra xem có bỏ sót bệnh lý nào khác hay không bạn nhé."
"Khó thở, tê rút tay chân là dấu hiệu bệnh gì?",breathlessness,"Khó thở là tần số thở trên 25 lần trong một phút. Hiện tại bạn không khó thở nhưng luôn cảm thấy khó thở. Đây đúng là 1 dạng rối loạn lo âu. Bạn cần sự tư vấn điều trị của bác sĩ tâm lý. Nguyên nhân của tình trạng này ngoài sự lo âu còn có thể do thể lực chưa tốt, ít tập thể dục. Bạn nên siêng tập thể dục ngày 2 lần, ưu tiên các môn tập về hơi thở.Ngoài ra chế độ ăn uống cân bằng, kiêng chất kích thích."
"Mắt sưng sau khi ngủ dậy, ăn nhiều có cảm giác buồn nôn có phải dấu hiệu hội chứng thận hư tái phát?",nausea,"Với tiền sử bệnh và các triệu chứng bạn mô tả nhưng không tái khám để kiểm tra và theo dõi thì rất có thể bệnh của bạn đã tái phát trở lại. Vì thế bạn nên đến các cơ sở y tế khám chuyên khoa để được để thăm khám đầy đủ, toàn diện và được tư vấn về phương pháp điều trị."
Nổi mụn cóc khắp cơ thể có phải bị nhiễm ấu trùng giun sán trong máu?,swollen_blood_vessels,"Khi cơ thể nổi mụn cóc có thể do rất nhiều nguyên nhân gây ra, chúng không chỉ ảnh hưởng đến thẩm mỹ mà về lâu dài có thể ảnh hưởng đến sức khỏe. Bên cạnh đó, để trả lời cho câu hỏi: “Nổi mụn cóc khắp cơ thể có phải bị nhiễm ấu trùng giun sán trong máu?” thì bác sĩ cần nhiều thông tin về bệnh sử cũng như bạn phải làm một số xét nghiệm chẩn đoán mới có thể xác định được."
Có nên cho bé đi xét nghiệm để biết nguyên nhân chậm tăng cân không?,weight_gain,"Bé nhà mình ăn được nhưng không tăng cân, đây là một vấn đề mà rất nhiều trẻ gặp phải, nguyên nhân bé không tăng cân có thể gặp bao gồm: Mẹ cho rằng con ăn nhiều, nhưng thực tế chưa đủ về lượng cần thiết trong từng bữa ăn, hoặc ăn không đủ số bữa trong một ngày. Nhiều lượng nhưng ít chất, đơn điệuĐưa vào cơ thể trẻ số lượng thức ăn vượt quá khả năng tiêu hóa của béTrẻ ăn nhiều nhưng không phù hợpTrẻ ăn nhiều chất đạm không cần thiếtTrẻ quá hiếu độngTrẻ hấp thu kém, nhiễm giun sán. . . Để cải thiện tình trạng này cho bé, bạn cần cho bé một chế độ dinh dưỡng hợp lý, trong bữa ăn cần cân bằng các nhóm chất đạm, đường, béo và rau củ. Chú ý đến việc đa dạng các loại thực phẩm và tăng lượng dầu mỡ trong bữa ăn. Không nên cho bé ăn vặt giữa các bữa ăn dẫn đến hiện tượng ngang dạ bạn nhé."
Táo bón kéo dài ở trẻ: Phải làm sao?,constipation,"Táo bón ở trẻ em là một trong những vấn đề về đường tiêu hóa thường gặp nhất. Tuy nhiên nếu không kịp thời khắc phục, táo bón có thể kéo dài và gây ra tình trạng suy dinh dưỡng, chậm phát triển, nhẹ cân ở trẻ. Trường hợp của cháu đã bị táo bón kéo dài và đã điều trị ở nhiều nơi nhưng vẫn chưa dứt điểm, bạn cần đưa bé đến bác sĩ chuyên khoa tiêu hóa uy tín để được tư vấn chính xác nhất về chế độ ăn uống, sinh hoạt và có phác đồ điều trị hợp lý nhất cho dứt điểm cho con bạn nhé. Bên cạnh đó để hạn chế việc trẻ nhỏ phải sử dụng kháng sinh, cha mẹ nên chú ý đến chế độ dinh dưỡng nâng cao sức đề kháng cho trẻ. Trẻ cần được bổ sung thêm: lysine, các vi khoáng chất và vitamin thiết yếu như kẽm, crom, selen, vitamin nhóm B, . . giúp hỗ trợ hệ miễn dịch, tăng cường đề kháng để ít ốm vặt và ít gặp các vấn đề tiêu hóa."
Sốt cao kèm đau bụng sau khi phẫu thuật cắt túi mật là do đâu?,"abdominal_pain, belly_pain, high_fever","Với triệu chứng đau bụng và sốt sau phẫu thuật can thiệp ổ bụng thì bác nên đưa bác gái đến các bệnh viện thuộc hệ thống Vinmec gần nhất càng sớm càng tốt để được các bác sĩ chuyên khoa thăm khám trực tiếp. Sau khi được các bác sĩ thăm khám trực tiếp, bác gái sẽ được chăm sóc và có những phương án điều trị phù hợp nhất bác nhé!"
"Tôi bị dị ứng với tôm, cứ mỗi lần ăn tôm lại bị mẩn ngứa khắp người. Trường hợp của tôi có tiêm được vaccine Covid-19 hay không?",itching,"Theo hướng dẫn của Bộ Y tế, anh thuộc nhóm đối tượng phải cẩn trọng khi tiêm cần phải tiêm chủng tại bệnh viện hoặc cơ sở y tế có đủ năng lực hồi sức cấp cứu ban đầu. Người có dị ứng có nguy cơ phản vệ (sốc) cao hơn những người khác nên việc tiêm tại các cơ sở có khả năng cấp cứu tốt như các bệnh viện là phù hợp nhất. Tuy nhiên, không phải tất cả những người có tiền sử dị ứng thì sẽ phản vệ với vaccine. Điều quan trọng là anh cần phải biết các triệu chứng phản vệ sớm để thông báo hoặc đến ngay cơ sở y tế để được xử trí kịp thời. Vì vậy, khi khám sàng lọc trước tiêm, anh cần thông báo với bác sĩ về tình trạng dị ứng của bản thân cũng như các triệu chứng mà mình gặp phải. Điều này giúp bác sĩ có thể quyết định chỉ định tiêm chủng và tư vấn cho anh. Chúc anh sức khỏe."
Đau khớp xương vùng tai mỗi khi há miệng cảnh báo bệnh lý gì?,joint_pain,"Triệu chứng của bạn là đau mỗi khi há miệng, không biết bạn có bị sâu răng hoặc mất răng hàm nào không, thói quen ăn nhai, nhai nhiều bên nào."
"Đau đầu, ngủ sâu giấc sau khi va chạm cảnh báo điều gì?",headache,"Sau một chấn thương vùng đầu sợ nhất vẫn là chấn thương sọ não, mặc dù đã chụp CLVT sọ não kết quả bình thường. Nhưng trong nhiều trường hợp thậm trí 24h đầu kết quả chụp bình thường, những ngày sau mới có tổn thương. Dấu hiệu ngủ sâu, đau đầu có thể là triệu chứng của chấn thương sọ não. Vì vậy trường hợp này cháu nên quay trở lại bệnh viện ngay để chụp cắt lớp vi tính sọ não kiểm tra và làm các cận lâm sàng khác xem có tổn thương khác phối hợp không."
Tắm đêm kèm chảy đờm trong họng có máu là bệnh gì?,phlegm,"Việc đờm có máu kèm theo là bất thường, có thể em đã bị viêm họng, tuy nhiên em cần nội soi mũi họng để xem máu ở đâu ra, do viêm xung huyết mạch máu vỡ ra hay do từ mũi, vòm họng xuống."
Đau cứng phần gáy kèm theo hoa mắt chóng mặt là bệnh gì?,dizziness,"Theo mô tả tình trạng trên gợi ý đến chẩn đoán, có thể bạn bị đau đầu căng cơ. Do kèm theo triệu chứng hoa mắt và chóng mặt nên cần khám chuyên khoa Thần kinh để tư vấn hướng chẩn đoán và điều trị."
Trẻ mới sinh nổi mẩn đỏ liên tục có nguy hiểm không?,swollen_blood_vessels,"Trước tiên, bởi vì bạn không mô tả rõ vị trí các nốt đỏ tập trung ở đâu?Có mủ hay không?Con có khó chịu không?Nên bác sĩ rất khó để tư vấn cũng như đưa ra được chẩn đoán chính xác nhất cho tình trạng của bé. Qua chẩn đoán sơ bộ, có thể con bị chàm sữa hoặc kích ứng da."
Nổi mụn bắp tay là bệnh gì có nguy hiểm không?,swollen_blood_vessels,"Với câu hỏi nổi mụn bắp tay là bệnh gì và theo những gì bạn mô tả thì có thể bạn bị nhọt. Đây là một bệnh nhiễm trùng da và tổ chức dưới da, bạn nên đến khám chuyên khoa da liễu để được điều trị sớm, tránh để ổ nhiễm trùng lan rộng, gây biến chứng."
Nổi hạch ở cẳng tay và dưới háng có nguy hiểm không?,swollen_blood_vessels,"triệu chứng như vậy thì bạn cần đến bệnh viện để được bác sĩ chuyên khoa thăm khám và chẩn đoán chính xác tình trạng, có hướng xử lý kịp thời nhé."
Đau bụng dưới kèm đi tiểu nhiều lần trước khi ngủ biểu hiện của bệnh gì?,"abdominal_pain, polyuria, belly_pain","Có thể là triệu chứng của bệnh lý bàng quang tăng hoạt, đây là bệnh lý điều trị lâu dài cần sự kiên nhẫn và hợp tác, tuân thủ điều trị của người bệnh. Do đó, em cần đi khám ở bệnh viện có chuyên khoa tiết niệu để được thăm khám kỹ, tư vấn và điều trị cụ thể."
Sụt cân sau khi niềng răng thì có sao không?,weight_loss,"Niềng răng là sắp xếp lại vị trí của các răng để đạt được sự tiếp xúc tối đa giữa các răng, đem lại sự hài hòa giữa 2 cung răng và chức năng thẩm mỹ được cải thiện.Trong quá trình niềng răng, răng sẽ bị di chuyển nên bạn sẽ thấy đau răng chút ít sau mỗi lần khám với nha sĩ. Việc răng bị di chuyển cũng làm thay đổi tạm thời sự tiếp xúc giữa các răng ở hàm trên và hàm dưới khiến cho việc ăn nhai bị ảnh hưởng. Thậm chí khiến bạn không nhai hay cắn đồ ăn được do các răng không chạm khít. Nha sĩ cũng khuyên bạn tránh đồ ăn cứng, nhai chậm. Việc đau răng, việc phải thay đổi thói quen ăn nhai hoặc không cắn hoặc nhai đồ ăn được trong quá trình niềng răng đôi khi sẽ khiến bạn bị sụt cân. Tuy nhiên đó chỉ là tạm thời.Ngoài lý do sụt cân tạm thời do niềng răng thì sụt cân còn do nhiều nguyên nhân khác nữa. Bạn nên tham khảo ý kiến của nha sĩ chỉnh nha cho bạn và nếu cần bạn nên đi khám tổng thể để loại trừ các nguyên nhân do bệnh toàn thân gây sụt cân."
